,Year,Term,Course,Section,Cross listing 1,Cross listing 2,Cross listing 3,Gender,Age,Student Status,Major ,College,Race,Ethnicity,Citizenship,Residency
389,2021,Spring,GVPT388R,101,,,,Female,19.0,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,US Citizen,Non-resident
390,2021,Spring,GVPT388R,101,,,,Female,18.0,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,US Citizen,Resident
391,2021,Spring,GVPT388R,101,,,,Male,31.0,Undergraduate,GVPT INTLREL,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
392,2021,Spring,GVPT388R,101,,,,Male,21.0,Undergraduate,GOVT & POLIT,BSOS,Asian,Hispanic No,US Citizen,Resident
393,2021,Spring,GVPT388R,101,,,,Male,21.0,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,US Citizen,Resident
394,2021,Spring,GVPT388R,101,,,,Male,20.0,Undergraduate,GOVT & POLIT,BSOS,Black or African American,Hispanic No,US Citizen,Resident
395,2021,Spring,GVPT388R,101,,,,Male,21.0,Undergraduate,HISTORY,ARHU,Hispanic,Hispanic Yes,Deferred Action,USM Nonresident Tuition Exempt
396,2021,Spring,HESI315,101,,,,Male,20.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-resident
397,2021,Spring,HESI315,101,,,,Female,20.0,Undergraduate,LTSC,LTSC,White,Hispanic No,US Citizen,Non-resident
398,2021,Spring,HESI315,101,,,,Female,19.0,Undergraduate,FINANCE,BMGT,White,Hispanic No,US Citizen,Non-resident
399,2021,Spring,HESI315,101,,,,Male,19.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-resident
400,2021,Spring,HESI315,101,,,,Female,20.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-resident
401,2021,Spring,HESI315,101,,,,Female,20.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
402,2021,Spring,HESI315,101,,,,Female,19.0,Undergraduate,KINESIOLOGY,SPHL,White,Hispanic No,US Citizen,Non-resident
403,2021,Spring,HESI315,101,,,,Female,19.0,Undergraduate,FINANCE,BMGT,White,Hispanic No,US Citizen,Resident
404,2021,Spring,HESI315,101,,,,Female,20.0,Undergraduate,LTSC UNDECID,LTSC,Unknown,Hispanic No,Forgn Student,Non-resident
405,2021,Spring,HESI315,201,,,,Female,21.0,Undergraduate,HEAR+SPCH SC,BSOS,White,Hispanic No,US Citizen,Non-resident
406,2021,Spring,HESI315,201,,,,Female,20.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
407,2021,Spring,HESI315,201,,,,Female,20.0,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,US Citizen,Non-resident
408,2021,Spring,HESI315,201,,,,Male,20.0,Undergraduate,COMPUTER SCI,CMNS,Asian,Hispanic No,US Citizen,Resident
409,2021,Spring,HESI315,201,,,,Female,19.0,Undergraduate,MGMT,BMGT,Asian,Hispanic No,US Citizen,Resident
410,2021,Spring,HESI315,201,,,,Female,19.0,Undergraduate,ED-ELEM-PRE,EDUC,Asian,Hispanic No,US Citizen,Resident
411,2021,Spring,HESI315,201,,,,Female,20.0,Undergraduate,ECONOMICS-BS,BSOS,Asian,Hispanic No,US Citizen,Resident
412,2021,Spring,HESI315,201,,,,Female,20.0,Undergraduate,ECONOMICS,BSOS,Asian,Hispanic No,US Citizen,Resident
413,2021,Spring,HESI315,201,,,,Male,20.0,Undergraduate,ED-SPEC-PRE,EDUC,Unknown,Hispanic Unknown,US Citizen,Resident
414,2021,Spring,HESI315,201,,,,Male,19.0,Undergraduate,LTSC UNDECID,LTSC,Black or African American,Hispanic No,US Citizen,Resident
415,2021,Spring,HESI418V,101,,,,Female,22.0,Undergraduate,INFO SCI,INFO,Hispanic,Hispanic Yes,US Citizen,Resident
416,2021,Spring,HESI418V,101,,,,Female,22.0,Undergraduate,COMM,ARHU,Black or African American,Hispanic No,Forgn Student,Non-resident
417,2021,Spring,HESI418V,101,,,,Male,22.0,Undergraduate,FINANCE,BMGT,Hispanic,Hispanic Yes,US Citizen,Non-resident
418,2021,Spring,HESI418V,101,,,,Female,21.0,Undergraduate,SOCIOLOGY,BSOS,Black or African American,Hispanic No,US Citizen,Resident
419,2021,Spring,HESI418V,101,,,,Female,21.0,Undergraduate,COMM,ARHU,Asian,Hispanic No,US Citizen,Non-resident
420,2021,Spring,HESI418V,101,,,,Female,20.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Resident
421,2021,Spring,HESI418V,101,,,,Female,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,US Citizen,Non-resident
422,2021,Spring,HESI418V,101,,,,Female,21.0,Undergraduate,HEAR+SPCH SC,BSOS,Asian,Hispanic No,US Citizen,Resident
423,2021,Spring,HESI418V,101,,,,Male,20.0,Undergraduate,COMM,ARHU,White,Hispanic No,US Citizen,Non-resident
424,2021,Spring,HESI418V,101,,,,Male,19.0,Undergraduate,EDS-LANG-PRE,EDUC,Hispanic,Hispanic Yes,US Citizen,Resident
425,2021,Spring,HESI418V,101,,,,Male,19.0,Undergraduate,ENGR-CIVIL,ENGR,Asian,Hispanic No,US Citizen,Resident
426,2021,Spring,HESI418V,101,,,,Male,21.0,Undergraduate,BIO SCI:GENB,CMNS,Asian,Hispanic No,US Citizen,Resident
427,2021,Spring,HESI418V,101,,,,Male,21.0,Undergraduate,MARKETING,BMGT,White,Hispanic No,US Citizen,Resident
428,2021,Spring,HESI418V,101,,,,Male,21.0,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,US Citizen,Resident
429,2021,Spring,HESI418V,101,,,,Female,20.0,Undergraduate,LTSC UNDECID,LTSC,Unknown,Hispanic No,Forgn Student,Non-resident
430,2021,Spring,HESI771,101,,,,Male,36.0,Graduate,GEORGE WASH,SPEC,Unknown,Hispanic Unknown,US Citizen,Resident except for admissions
431,2021,Spring,HESI771,101,,,,Female,34.0,Graduate,HOWARD UNIV,SPEC,Unknown,Hispanic Unknown,US Citizen,Resident except for admissions
432,2021,Spring,HESI771,101,,,,Male,22.0,Graduate,HESI HISA,EDUC,Asian,Hispanic No,US Citizen,Non-resident
433,2021,Spring,HESI771,101,,,,Male,33.0,Graduate,HESI HISA,EDUC,Unknown,Hispanic Unknown,Forgn Student,Non-resident
434,2021,Spring,HESI771,101,,,,Female,24.0,Graduate,HESI HISA,EDUC,Hispanic,Hispanic Yes,US Citizen,Non-resident
435,2021,Spring,HESI771,101,,,,Male,24.0,Graduate,HESI HISA,EDUC,White,Hispanic No,US Citizen,Non-resident
436,2021,Spring,HESI771,101,,,,Female,22.0,Graduate,HESI HISA,EDUC,Unknown,Hispanic Unknown,US Citizen,Non-resident
437,2021,Spring,HESI771,101,,,,Female,25.0,Graduate,HESI HISA,EDUC,Unknown,Hispanic Unknown,US Citizen,Non-resident
438,2021,Spring,HIST429G,101,PERS498W,SLLC499I,,Male,22.0,Undergraduate,HISTORY,ARHU,Black or African American,Hispanic No,US Citizen,Resident
439,2021,Spring,HONR269T,101,,,,Male,20.0,Undergraduate,BIO SCI:ECEV,CMNS,Two or More,Hispanic No,US Citizen,Resident
440,2021,Spring,HONR269T,101,,,,Male,22.0,Undergraduate,FINANCE,BMGT,White,Hispanic No,US Citizen,Resident
441,2021,Spring,HONR269T,101,,,,Male,20.0,Undergraduate,GOVT & POLIT,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
442,2021,Spring,HONR269T,101,,,,Female,19.0,Undergraduate,PSYCH BS,BSOS,White,Hispanic No,US Citizen,Resident
443,2021,Spring,HONR269T,101,,,,Male,20.0,Undergraduate,MATH-STAT,CMNS,White,Hispanic No,US Citizen,Resident
444,2021,Spring,HONR269T,101,,,,Female,19.0,Undergraduate,ED-ELEM-PRE,EDUC,Hispanic,Hispanic Yes,US Citizen,Resident
445,2021,Spring,HONR269T,101,,,,Female,19.0,Undergraduate,PSYCH BS,BSOS,White,Hispanic No,US Citizen,Resident
446,2021,Spring,HONR269T,101,,,,Male,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Asian,Hispanic No,US Citizen,Resident
447,2021,Spring,HONR269T,101,,,,Female,20.0,Undergraduate,ENGR-MECH,ENGR,Two or More,Hispanic No,US Citizen,Resident
448,2021,Spring,HONR269T,101,,,,Male,19.0,Undergraduate,COMP ENGIN,ENGR,Asian,Hispanic No,US Citizen,Resident
449,2021,Spring,INST408R,101,,,,Male,22.0,Undergraduate,INFO SCI,INFO,Asian,Hispanic No,Forgn Student,Non-resident
450,2021,Spring,INST408R,101,,,,Female,23.0,Undergraduate,INFO SCI,INFO,Black or African American,Hispanic No,US Citizen,Non-resident
451,2021,Spring,INST408R,101,,,,Female,22.0,Undergraduate,INFO SCI,INFO,Asian,Hispanic No,US Citizen,Resident
452,2021,Spring,INST408R,101,,,,Male,22.0,Undergraduate,COMPUTER SCI,CMNS,Black or African American,Hispanic No,US Citizen,Resident
453,2021,Spring,INST408R,101,,,,Female,22.0,Undergraduate,COMPUTER SCI,CMNS,Asian,Hispanic No,US Citizen,Resident
454,2021,Spring,INST408R,101,,,,Male,22.0,Undergraduate,INFO SCI,INFO,Asian,Hispanic No,Forgn Student,Non-resident
455,2021,Spring,INST408R,101,,,,Male,23.0,Undergraduate,INFO SCI,INFO,Asian,Hispanic No,US Citizen,Resident
456,2021,Spring,INST408R,101,,,,Male,38.0,Undergraduate,INFO SCI,INFO,Black or African American,Hispanic No,US Citizen,Resident
457,2021,Spring,PERS498W,101,HIST429G,SLLC499I,,Male,41.0,Graduate,COMP LIT,ARHU,White,Hispanic No,Forgn Student,Non-resident
458,2021,Spring,PERS498W,101,HIST429G,SLLC499I,,Female,21.0,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,US Citizen,Resident
1,2021,Summer,CCJS458C,GC01,MLAW358A,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,,Non-resident
2,2021,Summer,CCJS458C,GC01,MLAW358A,,,Male,23.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,,Non-resident
3,2021,Summer,CCJS458C,GC01,MLAW358A,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,,Resident
4,2021,Summer,CCJS458C,GC01,MLAW358A,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,,Resident
5,2021,Summer,CCJS458C,GC01,MLAW358A,,,Female,26.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,,Resident
6,2021,Summer,CCJS458C,GC01,MLAW358A,,,Female,22.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,,Resident
7,2021,Summer,CCJS458C,GC01,MLAW358A,,,Male,36.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,,Resident
8,2021,Summer,CCJS458C,GC01,MLAW358A,,,Female,24.0,Undergraduate,PUB POLICY,PLCY,Black or African American,Hispanic No,,Resident
9,2021,Summer,CCJS458C,GC01,MLAW358A,,,Female,21.0,Undergraduate,ACA ACH PROG,UGST,Hispanic,Hispanic Yes,,Resident
10,2021,Summer,ENGL391,GC01,,,,Female,22.0,Undergraduate,AGST EDUC,AGNR,White,Hispanic No,,Resident
11,2021,Summer,ENGL391,GC01,,,,Female,32.0,Undergraduate,CLASSICS,ARHU,Hispanic,Hispanic Yes,,Resident
12,2021,Summer,ENGL391,GC01,,,,Female,22.0,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,,Resident
13,2021,Summer,ENGL391,GC01,,,,Male,26.0,Undergraduate,PHILOSOPHY,ARHU,White,Hispanic No,,Resident
14,2021,Summer,ENGL391,GC01,,,,Male,22.0,Undergraduate,COMM,ARHU,White,Hispanic No,,Resident
15,2021,Summer,ENGL391,GC01,,,,Male,25.0,Undergraduate,HISTORY,ARHU,White,Hispanic No,,Resident
16,2021,Summer,ENGL391,GC01,,,,Male,35.0,Undergraduate,GVPT INTLREL,BSOS,Hispanic,Hispanic Yes,,Resident
17,2021,Summer,ENGL391,GC01,,,,Female,20.0,Undergraduate,PSYCH BS,BSOS,White,Hispanic No,,Resident
18,2021,Summer,ENGL391,GC01,,,,Female,21.0,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,,Resident
19,2021,Summer,ENGL391,GC01,,,,Male,33.0,Undergraduate,GEO SCI GIS,BSOS,White,Hispanic No,,Resident
20,2021,Summer,ENGL391,GC01,,,,Male,23.0,Undergraduate,GEOLOGY,CMNS,Black or African American,Hispanic No,,Resident
21,2021,Summer,ENGL391,GC01,,,,Female,22.0,Undergraduate,ED-CURR+INST,EDUC,Hispanic,Hispanic Yes,,Resident
22,2021,Summer,ENGL391,GC01,,,,Female,22.0,Undergraduate,ED-ELEM-PRO,EDUC,White,Hispanic No,,Resident
23,2021,Summer,ENGL391,GC01,,,,Male,21.0,Undergraduate,ENGR-MECH,ENGR,White,Hispanic No,,Resident
24,2021,Summer,ENGL391,GC01,,,,Male,21.0,Undergraduate,INFO SCI,INFO,Black or African American,Hispanic No,,Resident
25,2021,Summer,ENGL391,GC01,,,,Female,21.0,Undergraduate,KINESIOLOGY,SPHL,Black or African American,Hispanic No,,Resident
26,2021,Summer,ENGL409M,GC01,THET428E,,,Female,22.0,Undergraduate,ENGLISH,ARHU,White,Hispanic No,,Non-resident
27,2021,Summer,ENGL409M,GC01,THET428E,,,Female,20.0,Undergraduate,ENGLISH,ARHU,Asian,Hispanic No,,Resident
28,2021,Summer,ENGL409M,GC01,THET428E,,,Female,21.0,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,,Resident
29,2021,Summer,ENGL409M,GC01,THET428E,,,Male,22.0,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,,Resident
30,2021,Summer,ENGL409M,GC01,THET428E,,,Male,23.0,Undergraduate,ENGLISH,ARHU,Two or More,Hispanic No,,Resident
31,2021,Summer,ENGL409M,GC01,THET428E,,,Male,24.0,Undergraduate,ENGLISH,ARHU,Unknown,Hispanic Unknown,,Resident
32,2021,Summer,ENGL409M,GC01,THET428E,,,Female,21.0,Undergraduate,COMM,ARHU,White,Hispanic No,,Resident
33,2021,Summer,ENGL409M,GC01,THET428E,,,Female,30.0,Undergraduate,ART HISTORY,ARHU,White,Hispanic No,,Resident
34,2021,Summer,ENGL409M,GC01,THET428E,,,Male,22.0,Undergraduate,ENGLISH,ARHU,White,Hispanic No,,Resident
35,2021,Summer,ENGL409M,GC01,THET428E,,,Female,20.0,Undergraduate,PSYCHOLOGY,BSOS,Asian,Hispanic No,,Resident
36,2021,Summer,ENGL409M,GC01,THET428E,,,Female,22.0,Undergraduate,EDS-ENGL-PRE,EDUC,Asian,Hispanic No,,Resident
37,2021,Summer,FMSC286,GC01,,,,Female,20.0,Undergraduate,COMM,ARHU,White,Hispanic No,,Non-resident
38,2021,Summer,FMSC286,GC01,,,,Female,20.0,Undergraduate,FINANCE,BMGT,Asian,Hispanic No,,Resident
39,2021,Summer,FMSC286,GC01,,,,Male,23.0,Undergraduate,PUB POLICY,PLCY,Hispanic,Hispanic Yes,,Resident
40,2021,Summer,FMSC286,GC01,,,,Female,21.0,Undergraduate,PUB HLTH SCI,SPHL,Asian,Hispanic No,,Resident
41,2021,Summer,FMSC286,GC01,,,,Female,20.0,Undergraduate,PUB HLTH SCI,SPHL,Black or African American,Hispanic No,,Resident
42,2021,Summer,HIST328I,GC01,WMST379L,LASC348A,,Female,22.0,Undergraduate,ENGLISH,ARHU,Black or African American,Hispanic No,,Resident
43,2021,Summer,HIST328I,GC01,WMST379L,LASC348A,,Female,30.0,Undergraduate,SPANISH,ARHU,Hispanic,Hispanic Yes,,Resident
44,2021,Summer,HIST328I,GC01,WMST379L,LASC348A,,Female,21.0,Undergraduate,HISTORY,ARHU,White,Hispanic No,,Resident
45,2021,Summer,HIST328I,GC01,WMST379L,LASC348A,,Female,24.0,Graduate,HISTORY,ARHU,White,Hispanic No,,Resident
46,2021,Summer,HIST328I,GC01,WMST379L,LASC348A,,Female,25.0,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,,Resident
47,2021,Summer,LARC489A,GC01,HONR338A,,,Female,25.0,Graduate,MLA,AGNR,Asian,Hispanic No,,Non-resident
48,2021,Summer,LARC489A,GC01,HONR338A,,,Male,23.0,Undergraduate,LNDSCPE ARCH,AGNR,Asian,Hispanic No,,Resident
49,2021,Summer,LARC489A,GC01,HONR338A,,,Male,27.0,Undergraduate,LNDSCPE ARCH,AGNR,Asian,Hispanic No,,Resident
50,2021,Summer,LARC489A,GC01,HONR338A,,,Female,21.0,Undergraduate,LNDSCPE ARCH,AGNR,Unknown,Hispanic Unknown,,Resident
51,2021,Summer,LARC489A,GC01,HONR338A,,,Female,21.0,Undergraduate,LNDSCPE ARCH,AGNR,White,Hispanic No,,Resident
52,2021,Summer,LARC489A,GC01,HONR338A,,,Female,21.0,Undergraduate,LNDSCPE ARCH,AGNR,White,Hispanic No,,Resident
53,2021,Summer,LARC489A,GC01,HONR338A,,,Female,26.0,Undergraduate,LNDSCPE ARCH,AGNR,White,Hispanic No,,Resident
54,2021,Summer,LARC489A,GC01,HONR338A,,,Female,21.0,Undergraduate,ART STUDIO,ARHU,Asian,Hispanic No,,Resident
55,2021,Summer,LASC348A,GC01,WMST379L,HIST328I,,Female,25.0,Undergraduate,SPANISH,ARHU,Asian,Hispanic No,,Resident
56,2021,Summer,LASC348A,GC01,WMST379L,HIST328I,,Female,45.0,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,Resident
57,2021,Summer,MIEH607,WB11,,,,Female,23.0,Graduate,MPH ENV HLTH,SPHL,Asian,Hispanic No,,Resident
58,2021,Summer,MIEH607,WB11,,,,Female,33.0,Graduate,MPH ENV HLTH,SPHL,Asian,Hispanic No,,Resident
59,2021,Summer,MIEH607,WB11,,,,Female,25.0,Graduate,MPH EPID,SPHL,Asian,Hispanic No,,Resident
60,2021,Summer,MIEH607,WB11,,,,Female,35.0,Graduate,MPH PHPP,SPHL,Black or African American,Hispanic No,,Resident
61,2021,Summer,MIEH607,WB11,,,,Female,24.0,Graduate,MPH ENV HLTH,SPHL,Unknown,Hispanic Unknown,,Resident
62,2021,Summer,MIEH607,WB11,,,,Female,25.0,Graduate,MPH PHPP,SPHL,White,Hispanic No,,Resident
63,2021,Summer,WMST379L,GC01,LASC348A,HIST328I,,Female,22.0,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,,Resident
1,2021,Fall,ANSC243,101,,,,Female,19.0,Undergraduate,LTSC UNDECID,LTSC,Hispanic,Hispanic Yes,US Citizen,Resident
2,2021,Fall,ANSC243,101,,,,Male,31.0,Undergraduate,LTSC,LTSC,Hispanic,Hispanic Yes,US Citizen,USM Military NonResident InSta
3,2021,Fall,ANSC243,101,,,,Female,21.0,Undergraduate,ANIMAL SCI,AGNR,White,Hispanic No,US Citizen,Non-resident
4,2021,Fall,ANSC243,101,,,,Male,20.0,Undergraduate,COM-AGRI-VET,AGNR,Unknown,Hispanic Unknown,US Citizen,Resident
5,2021,Fall,ANSC243,101,,,,Male,22.0,Undergraduate,ANIMAL SCI,AGNR,White,Hispanic No,US Citizen,Non-resident
6,2021,Fall,ANSC243,101,,,,Female,20.0,Undergraduate,LTSC UNDECID,LTSC,Black or African American,Hispanic No,US Citizen,Resident
7,2021,Fall,ANSC243,101,,,,Female,21.0,Undergraduate,LTSC,LTSC,Hispanic,Hispanic Yes,US Citizen,Resident
8,2021,Fall,ANSC243,101,,,,Female,21.0,Undergraduate,LINGUISTICS,ARHU,Asian,Hispanic No,US Citizen,Resident
9,2021,Fall,ANSC243,101,,,,Female,20.0,Undergraduate,ANIMAL SCI,AGNR,White,Hispanic No,US Citizen,Non-resident
10,2021,Fall,ANSC243,101,,,,Female,21.0,Undergraduate,ANIMAL SCI,AGNR,White,Hispanic No,US Citizen,Resident
11,2021,Fall,ANSC243,101,,,,Male,18.0,Undergraduate,COM-AGRI-VET,AGNR,White,Hispanic No,US Citizen,Resident
12,2021,Fall,CMLT398M,101,MITH301,ENGL378M,LASC348C,Female,20.0,Undergraduate,IAP,LTSC,Two or More,Hispanic No,US Citizen,Resident
13,2021,Fall,ENGL378M,101,MITH301,CMLT398M,LASC348C,Female,19.0,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,US Citizen,Resident
14,2021,Fall,LASC348C,101,MITH301,CMLT398M,ENGL378M,Female,20.0,Undergraduate,CRIM-JUSTICE,BSOS,Asian,Hispanic No,US Citizen,Resident
15,2021,Fall,NFSC230,101,,,,Female,23.0,Undergraduate,PHILOSOPHY,ARHU,Black or African American,Hispanic No,US Citizen,Resident
16,2021,Fall,NFSC230,101,,,,Female,22.0,Undergraduate,NFSC DIET,AGNR,White,Hispanic No,US Citizen,Resident
17,2021,Fall,NFSC230,101,,,,Male,23.0,Undergraduate,ECONOMICS,BSOS,Asian,Hispanic No,US Citizen,Resident
18,2021,Fall,NFSC230,101,,,,Female,48.0,Undergraduate,PSYCHOLOGY,BSOS,Black or African American,Hispanic No,US Citizen,Resident
19,2021,Fall,NFSC230,101,,,,Female,21.0,Undergraduate,BIO SCI:GENB,CMNS,White,Hispanic No,US Citizen,Non-resident
20,2021,Fall,NFSC230,101,,,,Male,37.0,Graduate,ADV SPEC STU,GRAD,White,Hispanic No,US Citizen,Resident
21,2021,Fall,NFSC230,101,,,,Male,24.0,Undergraduate,SIE,CMNS,Asian,Hispanic No,US Citizen,Resident
22,2021,Fall,NFSC230,101,,,,Female,28.0,Undergraduate,ACCOUNTING,BMGT,Asian,Hispanic No,US Citizen,Resident
23,2021,Fall,NFSC230,101,,,,Female,42.0,Undergraduate,FAMILY SCI,SPHL,Black or African American,Hispanic No,US Citizen,Non-resident
24,2021,Fall,NFSC230,101,,,,Female,19.0,Undergraduate,LNDSCPE ARCH,AGNR,White,Hispanic No,US Citizen,Resident
25,2021,Fall,NFSC230,101,,,,Female,30.0,Undergraduate,NFSC DIET,AGNR,White,Hispanic No,US Citizen,Resident
26,2021,Fall,NFSC230,101,,,,Female,35.0,Undergraduate,FAMILY SCI,SPHL,Black or African American,Hispanic No,US Citizen,Resident
27,2021,Fall,NFSC230,101,,,,Female,20.0,Undergraduate,SUSTAIN AG,AGNR,White,Hispanic Unknown,US Citizen,Resident
28,2021,Fall,GVPT417,101,,,,Male,20.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,Non US citizen,Resident
29,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,Non US citizen,Non-resident
30,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,Two or More,Hispanic No,Non US citizen,Resident
31,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
32,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,Two or More,Hispanic No,US Citizen,Resident
33,2021,Fall,GVPT417,101,,,,Male,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
34,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
35,2021,Fall,GVPT417,101,,,,Female,20.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
36,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Non-resident
37,2021,Fall,GVPT417,101,,,,Female,22.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Non-resident
38,2021,Fall,GVPT417,101,,,,Female,22.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
39,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
40,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
41,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Non-resident
42,2021,Fall,GVPT417,101,,,,Female,20.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
43,2021,Fall,GVPT417,101,,,,Male,24.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
44,2021,Fall,GVPT417,101,,,,Female,20.0,Undergraduate,ENV S&P-PLTC,BSOS,Two or More,Hispanic No,US Citizen,Resident
45,2021,Fall,GVPT417,101,,,,Female,20.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
46,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
47,2021,Fall,GVPT417,101,,,,Male,21.0,Undergraduate,PUB POLICY,PLCY,White,Hispanic No,US Citizen,Non-resident
48,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,US Citizen,Resident
49,2021,Fall,GVPT417,101,,,,Female,22.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
50,2021,Fall,GVPT417,101,,,,Male,22.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
51,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
52,2021,Fall,GVPT417,101,,,,Male,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Resident
53,2021,Fall,GVPT417,101,,,,Male,20.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Non-resident
54,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,US Citizen,Non-resident
55,2021,Fall,GVPT417,101,,,,Female,21.0,Undergraduate,ENV S&P-PLTC,BSOS,Black or African American,Hispanic No,US Citizen,Non-resident
56,2021,Fall,GVPT417,101,,,,Male,22.0,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,US Citizen,Resident
57,2021,Fall,GVPT417,101,,,,Female,20.0,Undergraduate,ENV S&P-PLTC,BSOS,Asian,Hispanic Unknown,US Citizen,Resident
58,2021,Fall,GVPT482,101,,,,Female,25.0,Undergraduate,GVPT INTLREL,BSOS,Black or African American,Hispanic No,US Citizen,Resident
59,2021,Fall,GVPT482,101,,,,Male,22.0,Undergraduate,PUB HLTH SCI,SPHL,Hispanic,Hispanic Yes,US Citizen,Resident
60,2021,Fall,GVPT482,101,,,,Male,21.0,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,US Citizen,Non-resident
61,2021,Fall,GVPT482,101,,,,Female,20.0,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,US Citizen,Resident
62,2021,Fall,GVPT482,101,,,,Male,22.0,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,US Citizen,Resident
63,2021,Fall,GVPT482,101,,,,Female,20.0,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,US Citizen,Resident
64,2021,Fall,GVPT482,101,,,,Female,21.0,Undergraduate,SPANISH,ARHU,Two or More,Hispanic No,US Citizen,Resident
65,2021,Fall,GVPT482,101,,,,Male,23.0,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,US Citizen,Resident
